OBJECTID,musym,muname,mukind,mustatus,muacres,mapunitlfw_l,mapunitlfw_r,mapunitlfw_h,mapunitpfa_l,mapunitpfa_r,mapunitpfa_h,farmlndcl,muhelcl,muwathelcl,muwndhelcl,interpfocus,invesintens,iacornsr,nhiforsoigrp,nhspiagr,vtsepticsyscl,mucertstat,lkey,mukey
7593,101E,"Lostbasin-Xerorthents-Rock outcrop complex, 35 to 50 percent south slopes",Complex,,19957,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62059
7594,102C,"Lovline channery loam, 2 to 12 percent slopes",Consociation,,643,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62060
7595,103D,"Lovline channery loam, 12 to 30 percent north slopes",Consociation,,1258,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62061
7596,103E,"Lovline channery loam, 30 to 50 percent north slopes",Consociation,,6273,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62062
7597,103F,"Lovline channery loam, 50 to 70 percent north slopes",Consociation,,6147,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62063
7598,104D,"Marack silt loam, 12 to 35 percent north slopes",Consociation,,7200,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62064
7599,105C,"Marack gravelly silty clay loam, 2 to 12 percent slopes",Consociation,,14622,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62065
7600,106D,"Marack very gravelly silty clay loam, 12 to 35 percent south slopes",Consociation,,9199,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62066
7601,107C,"Marack complex, 2 to 12 percent slopes",Complex,,4329,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62067
7602,108D,"Marack-Badland complex, 8 to 40 percent slopes",Complex,,3263,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62068
7603,109C,"McEwen silt loam, 2 to 12 percent slopes",Consociation,,2727,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62069
7604,10C,"Bakeoven-Ruckles complex, 2 to 12 percent slopes",Complex,,4527,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62070
7605,110D,"McEwen gravelly silt loam, 12 to 20 percent slopes",Consociation,,1091,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62071
7606,111D,"McGarr-Kahler complex, 12 to 35 percent north slopes",Complex,,1776,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62072
7607,111E,"McGarr-Kahler complex, 35 to 60 percent north slopes",Complex,,1663,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62073
7608,112D,"Morningstar extremely gravelly loam, 12 to 35 percent south slopes",Consociation,,1291,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62074
7609,113D,"Nagle silt loam, 12 to 35 percent north slopes",Consociation,,4450,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62075
7610,113E,"Nagle silt loam, 35 to 50 percent north slopes",Consociation,,1228,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62076
7611,114C,"North Powder loam, 2 to 12 percent slopes",Consociation,,6254,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62077
7612,115D,"North Powder loam, 12 to 35 percent north slopes",Consociation,,540,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62078
7613,116D,"North Powder loam, 12 to 35 percent south slopes",Consociation,,2180,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62079
7614,117D,"North Powder-Rock outcrop complex, 12 to 35 percent south slopes",Complex,,627,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62080
7615,118C,"Oxman silt loam, 2 to 12 percent slopes",Consociation,,2594,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62081
7616,119D,"Oxman silt loam, 12 to 35 percent south slopes",Consociation,,1640,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62082
7617,11A,"Baker silt loam, 0 to 2 percent slopes",Consociation,,12916,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62083
7618,11B,"Baker silt loam, 2 to 7 percent slopes",Consociation,,7859,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62084
7619,120D,"Oxman-Xeric Torriorthents silt loams, 12 to 35 percent south slopes",Complex,,2931,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62085
7620,121E,"Piersonte very channery loam, 35 to 50 percent north slopes",Consociation,,7701,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62086
7621,121F,"Piersonte very channery loam, 50 to 70 percent north slopes",Consociation,,2413,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62087
7622,122C,"Poall very fine sandy loam, 2 to 12 percent slopes",Consociation,,5765,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62088
7623,123D,"Poall very fine sandy loam, 12 to 40 percent north slopes",Consociation,,3295,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62089
7624,124D,"Poall very fine sandy loam, 12 to 40 percent south slopes",Consociation,,9945,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62090
7625,125D,"Poall-Xeric Torriorthents complex, 12 to 40 percent south slopes",Complex,,841,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62091
7626,126A,"Powval silt loam, 0 to 3 percent slopes",Consociation,,11383,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62092
7627,127A,"Powval silt loam, 0 to 3 percent slopes, warm",Consociation,,1281,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62093
7628,128B,"Pritchard silty clay loam, 2 to 7 percent slopes",Consociation,,562,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62094
7629,129B,"Rastus very gravelly loam, 1 to 7 percent slopes",Consociation,,7365,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62095
7630,12A,"Baker silt loam, 0 to 2 percent slopes, warm",Consociation,,1391,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62096
7631,12B,"Baker silt loam, 2 to 7 percent slopes, warm",Consociation,,485,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62097
7632,130E,"Redcliff gravelly loam, 30 to 50 percent north slopes",Consociation,,3038,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62098
7633,130F,"Redcliff gravelly loam, 50 to 75 percent north slopes",Consociation,,4028,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62099
7634,131C,"Ridley-Keating silt loams, 2 to 12 percent slopes",Complex,,8758,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62100
7635,132A,"Riverwash, 0 to 2 percent slopes",Consociation,,406,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62101
7636,133C,"Robinette-Gwinly complex, 2 to 12 percent slopes",Complex,,13293,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62102
7637,134F,"Rock outcrop-Lostbasin-Xerorthents complex, 50 to 80 percent south slopes",Complex,,5158,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62103
7638,135F,"Rock outcrop-Ruckles complex, 50 to 70 percent south slopes",Complex,,1435,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62104
7639,136F,"Rock outcrop-Ruclick complex, 50 to 70 percent north slopes",Complex,,2101,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62105
7640,137F,"Rock outcrop-Snell complex, 50 to 80 percent north slopes",Complex,,1033,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62106
7641,138F,"Rock outcrop-Snellby complex, 50 to 80 percent north slopes",Complex,,220,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62107
7642,139F,"Rock outcrop-Xeric Torriorthents-Darkcanyon complex, 50 to 80 percent south slopes",Complex,,4690,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62108
7643,13A,"Baldock silt loam, 0 to 2 percent slopes",Consociation,,9389,,,,,,,Prime farmland if irrigated and drained,,,,,Order 2,,,,,,10380,62109
7644,140C,"Rockly-Gwinly complex, 2 to 12 percent slopes",Complex,,5551,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62110
7645,141D,"Roostercomb-Longbranch complex, 12 to 35 percent north slopes",Complex,,22340,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62111
7646,141E,"Roostercomb-Longbranch complex, 35 to 50 percent north slopes",Complex,,13144,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62112
7647,142C,"Ruckles-Ruclick complex, 2 to 12 percent slopes",Complex,,18187,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62113
7648,143D,"Ruckles-Ruclick complex, 12 to 35 percent south slopes",Complex,,31242,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62114
7649,143E,"Ruckles-Ruclick complex, 35 to 50 percent south slopes",Complex,,18809,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62115
7650,143F,"Ruckles-Ruclick complex, 50 to 70 percent south slopes",Complex,,7432,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62116
7651,144E,"Ruckles-Ruclick-Snellby complex, 35 to 50 percent slopes",Complex,,3968,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62117
7652,144F,"Ruckles-Ruclick-Snellby complex, 50 to 70 percent slopes",Complex,,2741,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62118
7653,145D,"Ruclick very cobbly silt loam, 12 to 35 percent north slopes",Consociation,,16674,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62119
7654,145E,"Ruclick very cobbly silt loam, 35 to 50 percent north slopes",Consociation,,11363,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62120
7655,146D,"Sag-Snell complex, 12 to 35 percent north slopes",Complex,,5586,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62121
7656,146E,"Sag-Snell complex, 35 to 50 percent north slopes",Complex,,3727,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62122
7657,147D,"Segundo very gravelly loam, 2 to 35 percent south slopes",Consociation,,4583,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62123
7658,147E,"Segundo very gravelly loam, 35 to 50 percent south slopes",Consociation,,5574,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62124
7659,147F,"Segundo very gravelly loam, 50 to 75 percent south slopes",Consociation,,4740,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62125
7660,148F,"Sinker very channery loam, 50 to 80 percent north slopes",Consociation,,5839,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62126
7661,149D,"Sinker and Chambeam soils, 12 to 35 percent north slopes",Undifferentiated group,,9464,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62127
7662,149E,"Sinker and Chambeam soils, 35 to 50 percent north slopes",Undifferentiated group,,16762,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62128
7663,14D,"Baldridge very gravelly loam, 12 to 35 percent south slopes",Consociation,,2765,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62129
7664,14E,"Baldridge very gravelly loam, 35 to 50 percent south slopes",Consociation,,1876,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62130
7665,14F,"Baldridge very gravelly loam, 50 to 70 percent south slopes",Consociation,,557,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62131
7666,150D,"Sisley very channery loam, 2 to 35 percent south slopes",Consociation,,1117,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62132
7667,150E,"Sisley very channery loam, 35 to 50 percent south slopes",Consociation,,2961,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62133
7668,150F,"Sisley very channery loam, 50 to 70 percent south slopes",Consociation,,889,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62134
7669,151D,"Skullgulch silty clay loam, 7 to 20 percent north slopes",Consociation,,657,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62135
7670,152F,"Snaker channery loam, 50 to 80 percent south slopes",Consociation,,6867,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62136
7671,153E,"Snaker-Darkcanyon complex, 30 to 50 percent south slopes",Complex,,11849,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62137
7672,154E,"Snaker-Darkcanyon-Xeric Torriorthents complex, 30 to 50 percent south slopes",Complex,,2269,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62138
7673,155D,"Snell-Ateron complex, 12 to 35 percent north slopes",Complex,,31791,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62139
7674,155E,"Snell-Ateron complex, 35 to 60 percent north slopes",Complex,,22793,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62140
7675,156D,"Snell-Rock outcrop complex, 12 to 35 percent north slopes",Complex,,1328,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62141
7676,157F,"Snell-Sag complex, 50 to 70 percent north slopes",Complex,,2473,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62142
7677,158D,"Snellby stony silt loam, 12 to 35 percent north slopes",Consociation,,4501,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62143
7678,158E,"Snellby stony silt loam, 35 to 50 percent north slopes",Consociation,,1854,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62144
7679,159A,"Stanflow-Umapine silt loams, 0 to 2 percent slopes",Complex,,4877,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62145
7680,15A,"Balm loam, 0 to 3 percent slopes",Consociation,,3034,,,,,,,Prime farmland if irrigated and drained,,,,,Order 2,,,,,,10380,62146
7681,160E,"Stavely coarse sandy loam, 20 to 50 percent south slopes",Consociation,,334,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62147
7682,161E,"Stices gravelly loam, 35 to 50 percent north slopes",Consociation,,2763,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62148
7683,161F,"Stices gravelly loam, 50 to 80 percent north slopes",Consociation,,1739,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62149
7684,162A,"Sumpley-Stovepipe silt loams, 0 to 3 percent slopes",Complex,,2278,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62150
7685,163D,"Taterpa loam, 12 to 35 percent north slopes",Consociation,,5866,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62151
7686,163E,"Taterpa loam, 35 to 60 percent north slopes",Consociation,,5600,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62152
7687,164D,"Tolo-Crackler complex, 12 to 35 percent north slopes",Complex,,1080,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62153
7688,165D,"Tolo-Dogtown complex, 12 to 35 percent north slopes",Complex,,6514,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62154
7689,166D,"Top silt loam, 12 to 35 percent north slopes",Consociation,,2382,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62155
7690,166E,"Top silt loam, 35 to 60 percent north slopes",Consociation,,386,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62156
7691,167D,"Top-McGarr complex, 12 to 35 percent north slopes",Complex,,7270,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62157
7692,167E,"Top-McGarr complex, 35 to 65 percent north slopes",Complex,,6942,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62158
7693,168C,"Typic Xerorthents, cobbly, 2 to 12 percent slopes",Consociation,,4021,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62159
7694,169C,"Ukiah silty clay loam, 2 to 12 percent slopes",Consociation,,852,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62160
7695,169D,"Ukiah silty clay loam, 12 to 20 percent slopes",Consociation,,1427,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62161
7696,16B,"Barnard silt loam, 2 to 7 percent slopes",Consociation,,3409,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62162
7697,16C,"Barnard silt loam, 7 to 12 percent slopes",Consociation,,1694,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62163
7698,16D,"Barnard silt loam, 12 to 20 percent slopes",Consociation,,556,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62164
7699,170A,"Umapine silt loam, 0 to 2 percent slopes",Consociation,,5969,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62165
7700,171B,"Virtue silt loam, 2 to 7 percent slopes",Consociation,,21429,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62166
7701,171C,"Virtue silt loam, 7 to 12 percent slopes",Consociation,,12815,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62167
7702,172B,"Virtue very gravelly silt loam, 2 to 7 percent slopes",Consociation,,2969,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62168
7703,172C,"Virtue very gravelly silt loam, 7 to 12 percent slopes",Consociation,,6377,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62169
7704,173C,"Wahstal very cobbly loam, 2 to 12 percent slopes",Consociation,,3413,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62170
7705,174B,"Webfoot silt loam, 0 to 7 percent slopes",Consociation,,355,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62171
7706,175A,"Wingdale silt loam, 0 to 2 percent slopes",Consociation,,6401,,,,,,,Prime farmland if irrigated and drained,,,,,Order 2,,,,,,10380,62172
7707,176A,"Wingville silt loam, 0 to 2 percent slopes",Consociation,,18799,,,,,,,Prime farmland if irrigated and drained,,,,,Order 2,,,,,,10380,62173
7708,177E,"Xeric Torriorthents, 35 to 60 percent south slopes",Consociation,,1488,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62174
7709,178F,"Xeric Torriorthents-Rock outcrop complex, 50 to 80 percent slopes",Complex,,1456,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62175
7710,17C,"Barnard cobbly silt loam, 7 to 20 percent slopes",Consociation,,1966,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62176
7711,18B,"Benderly gravelly fine sandy loam, 0 to 7 percent slopes",Consociation,,2208,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62177
7712,19E,"Boiler gravelly loam, 35 to 60 percent north slopes",Consociation,,1675,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62178
7713,1D,"Anatone extremely stony loam, 12 to 35 percent south slopes",Consociation,,2433,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62179
7714,1F,"Anatone extremely stony loam, 50 to 75 percent south slopes",Consociation,,1452,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62180
7715,20D,"Bouldrock loam, 12 to 35 percent south slopes",Consociation,,8538,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62181
7716,21E,"Bouldrock complex, 35 to 60 percent south slopes",Complex,,5747,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62182
7717,22E,"Bouldrock-Kilmerque complex, 35 to 60 percent south slopes",Complex,,2356,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62183
7718,22F,"Bouldrock-Kilmerque complex, 60 to 80 percent south slopes",Complex,,441,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62184
7719,23A,"Boyce silt loam, 0 to 2 percent slopes",Consociation,,976,,,,,,,Prime farmland if irrigated and drained,,,,,Order 2,,,,,,10380,62185
7720,24D,"Brannan channery silt loam, 2 to 35 percent north slopes",Consociation,,381,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62186
7721,24E,"Brannan channery silt loam, 35 to 50 percent north slopes",Consociation,,1070,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62187
7722,24F,"Brannan channery silt loam, 50 to 70 percent north slopes",Consociation,,933,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62188
7723,25C,"Brownlee-Shangland loams, 2 to 12 percent slopes",Complex,,2230,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62189
7724,26D,"Brownlee-Shangland loams, 12 to 35 percent south slopes",Complex,,6063,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62190
7725,27C,"Brownscombe silt loam, 2 to 12 percent slopes",Consociation,,3612,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62191
7726,28D,"Brownscombe silt loam, 12 to 35 percent north slopes",Consociation,,1666,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62192
7727,29D,"Brownscombe silt loam, 12 to 35 percent south slopes",Consociation,,2013,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62193
7728,2E,"Anatone-Segundo complex, 35 to 50 percent south slopes",Complex,,3712,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62194
7729,2F,"Anatone-Segundo complex, 50 to 70 percent south slopes",Complex,,1896,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62195
7730,30E,"Brownscombe-Rock outcrop complex, 35 to 60 percent north slopes",Complex,,933,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62196
7731,31A,"Burkemont silty clay loam, 0 to 2 percent slopes",Consociation,,6215,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62197
7732,32A,"Burntriver silt loam, 0 to 2 percent slopes",Consociation,,2638,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62198
7733,33C,"Burntriver gravelly silt loam, 2 to 12 percent slopes",Consociation,,4160,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62199
7734,34D,"Campcreek-Skullgulch association, 12 to 35 percent slopes",Association,,15693,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62200
7735,34E,"Campcreek-Skullgulch association, 35 to 60 percent slopes",Association,,11455,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62201
7736,35A,"Catherine silt loam, 0 to 2 percent slopes",Consociation,,2046,,,,,,,Prime farmland if drained,,,,,Order 2,,,,,,10380,62202
7737,36C,"Clovercreek-Keating complex, 2 to 12 percent slopes",Complex,,12274,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62203
7738,37D,"Clovercreek-Keating complex, 12 to 35 percent south slopes",Complex,,5222,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62204
7739,38E,"Copperfield-Rock outcrop complex, 30 to 50 percent north slopes",Complex,,2211,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62205
7740,38F,"Copperfield-Rock outcrop complex, 50 to 80 percent north slopes",Complex,,6459,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62206
7741,39D,"Crackler-Rouen gravelly silt loams, 2 to 30 percent north slopes",Complex,,4973,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62207
7742,39E,"Crackler-Rouen gravelly silt loams, 30 to 50 percent north slopes",Complex,,3907,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62208
7743,3F,"Angelpeak gravelly silt loam, 30 to 80 percent north slopes",Consociation,,46,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62209
7744,40A,"Cumulic Haploxerolls, 0 to 2 percent slopes",Consociation,,4405,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62210
7745,41A,"Damore-Silvies silt loams, 0 to 3 percent slopes",Complex,,5244,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62211
7746,42D,"Derringer-Harlow complex, 12 to 35 percent south slopes",Complex,,7299,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62212
7747,43E,"Dogtown complex, 35 to 55 percent north slopes",Complex,,6327,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62213
7748,44F,"Dogtown very stony loam, 55 to 80 percent north slopes",Consociation,,1249,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62214
7749,45C,"Durkee gravelly silt loam, 2 to 12 percent slopes",Consociation,,12855,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62215
7750,46D,"Durkee gravelly silt loam, 12 to 35 percent north slopes",Consociation,,15277,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62216
7751,46E,"Durkee gravelly silt loam, 35 to 60 percent north slopes",Consociation,,8249,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62217
7752,47D,"Durkee gravelly silt loam, 12 to 35 percent south slopes",Consociation,,22366,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62218
7753,47E,"Durkee gravelly silt loam, 35 to 60 percent south slopes",Consociation,,6180,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62219
7754,49D,"Emily silt loam, 12 to 35 percent north slopes",Consociation,,642,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62221
7755,49E,"Emily silt loam, 35 to 60 percent north slopes",Consociation,,830,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62222
7756,4B,"Applegate silt loam, 2 to 7 percent slopes",Consociation,,1511,,,,,,,All areas are prime farmland,,,,,Order 2,,,,,,10380,62223
7757,4C,"Applegate silt loam, 7 to 15 percent slopes",Consociation,,2285,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62224
7758,50C,"Encina gravelly silt loam, 2 to 12 percent slopes",Consociation,,7204,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62225
7759,51D,"Encina gravelly silt loam, 12 to 35 percent south slopes",Consociation,,16118,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62226
7760,51E,"Encina gravelly silt loam, 35 to 50 percent south slopes",Consociation,,2006,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62227
7761,52E,"Fivebit-Rock outcrop complex, 35 to 60 percent south slopes",Complex,,904,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62228
7762,53B,"Glasgow silt loam, 2 to 7 percent slopes",Consociation,,385,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62229
7763,54B,"Goodrich gravelly loam, 0 to 7 percent slopes",Consociation,,4420,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10380,62230
7764,55B,"Goodrich-Benderly complex, 0 to 7 percent slopes",Complex,,3029,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62231
7765,56C,"Greenscombe loam, 2 to 12 percent slopes",Consociation,,3707,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62232
7766,57D,"Greenscombe loam, 12 to 35 percent north slopes",Consociation,,3104,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62233
7767,58D,"Greenscombe loam, 12 to 35 percent south slopes",Consociation,,6435,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10380,62234
7768,59D,"Gwinly-Immig very cobbly silt loams, 12 to 35 percent south slopes",Complex,,16353,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62235
7769,59E,"Gwinly-Immig very cobbly silt loams, 35 to 50 percent south slopes",Complex,,6802,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10380,62236
